Order_ID,Order_Date,Region,Product_Category,Marketing_Spend,Website_Visits,Orders,Revenue,Return_Rate,Delivery_Days,Customer_Rating,Payment_Mode,Discount_Percent,Shipping_Cost,Customer_Segment,Repeat_Customer
ORD13867,2025-01-08,East,Watches,2885,13262,358,1238680,2.8,3,4.7,Net Banking,11,133,Premium,Yes
ORD13868,2025-02-01,East,Watches,5113,13515,379,978199,5.5,2,4.7,COD,12,81,Premium,Yes
ORD13869,2025-04-04,East,Electronics,2836,9957,212,497988,3.8,1,4.7,UPI,35,126,Regular,Yes
ORD13870,2025-03-25,West,Watches,6557,8220,205,446695,18.5,7,3.5,Net Banking,9,118,Premium,No
ORD13871,2025-01-18,North,Electronics,5927,11955,202,567418,5.3,2,4.0,UPI,14,234,Budget,No
ORD13872,2025-04-21,South,Shoes,6736,17920,211,727950,11.7,5,3.4,UPI,35,233,Regular,No
ORD13873,2025-01-19,North,Electronics,4087,19210,419,1279626,3.4,3,4.6,UPI,13,82,Budget,Yes
ORD13874,2025-03-07,South,Shoes,7804,16599,415,821285,9.8,4,3.8,COD,10,141,Budget,No
ORD13875,2025-03-16,North,Clothing,4459,18634,294,616518,2.5,3,4.4,Credit Card,19,171,Premium,Yes
ORD13876,2025-02-02,North,Watches,5719,18548,225,595800,3.0,4,4.5,UPI,21,92,Regular,Yes
ORD13877,2025-01-03,West,Bags,5902,18414,237,609327,15.9,7,3.7,Net Banking,34,236,Regular,No
ORD13878,2025-01-20,South,Clothing,6109,13721,192,629184,10.1,6,3.4,COD,26,183,Premium,No
ORD13879,2025-02-18,North,Bags,5131,10465,262,753774,5.4,2,4.4,Credit Card,18,89,Premium,Yes
ORD13880,2025-05-14,West,Electronics,5152,11932,340,662660,11.6,8,3.1,Debit Card,20,154,Regular,No
ORD13881,2025-06-10,West,Shoes,8352,11040,191,518374,13.2,5,4.4,Debit Card,5,172,Regular,Yes
ORD13882,2025-03-25,South,Watches,6795,12376,351,958581,12.3,6,3.2,Net Banking,32,149,Premium,No
ORD13883,2025-04-19,West,Electronics,5147,9004,289,726257,10.8,7,3.5,Debit Card,34,201,Budget,No
ORD13884,2025-04-15,West,Electronics,6403,8927,394,1235584,15.7,6,3.2,COD,19,121,Premium,No
ORD13885,2025-02-10,West,Electronics,8149,14197,260,761020,13.8,7,2.6,Net Banking,23,114,Regular,No
ORD13886,2025-02-02,East,Watches,5676,17690,417,831915,7.1,2,4.3,COD,15,96,Budget,Yes
ORD13887,2025-01-02,North,Bags,5802,16405,316,1084828,5.8,2,4.1,Credit Card,20,151,Budget,No
ORD13888,2025-06-21,East,Clothing,3382,9243,363,710028,5.1,1,4.8,UPI,13,81,Regular,Yes
ORD13889,2025-01-26,West,Electronics,7275,13470,205,385195,10.3,7,3.7,UPI,11,239,Premium,No
ORD13890,2025-01-24,South,Clothing,6338,11472,224,705600,11.2,5,3.3,Credit Card,29,122,Budget,No
ORD13891,2025-01-03,East,Electronics,3141,18756,355,1079910,2.9,4,4.6,COD,23,151,Regular,Yes
ORD13892,2025-01-23,West,Shoes,5223,13109,243,445662,10.2,4,2.8,UPI,17,226,Regular,No
ORD13893,2025-05-01,South,Shoes,7229,9829,392,910224,10.6,5,3.8,Credit Card,32,226,Regular,No
ORD13894,2025-04-13,West,Shoes,7188,8618,276,543720,12.7,4,3.4,Net Banking,8,198,Budget,No
ORD13895,2025-02-21,North,Shoes,2831,19404,182,546910,5.3,2,4.5,Net Banking,22,206,Regular,Yes
ORD13896,2025-01-16,South,Watches,5775,8820,240,463200,11.2,7,3.8,COD,31,91,Regular,No
ORD13897,2025-05-22,West,Clothing,8256,10571,417,829830,8.9,7,3.1,COD,34,163,Budget,No
ORD13898,2025-01-06,North,Clothing,3884,19463,277,658429,6.0,2,4.0,Net Banking,33,137,Premium,No
ORD13899,2025-06-11,North,Watches,4237,12122,242,795696,6.1,3,4.0,Net Banking,6,81,Regular,No
ORD13900,2025-03-26,South,Electronics,8922,15470,297,891000,12.8,7,3.4,Debit Card,15,224,Budget,No
ORD13901,2025-06-28,South,Electronics,6913,8127,346,977796,11.7,4,3.8,Debit Card,19,105,Premium,No
ORD13902,2025-06-21,East,Bags,2964,9213,276,838764,5.4,4,4.6,Debit Card,9,149,Premium,Yes
ORD13903,2025-06-03,North,Watches,4155,14403,217,677908,2.9,2,4.8,Net Banking,24,98,Budget,Yes
ORD13904,2025-02-25,East,Bags,5585,11963,397,1270400,4.2,3,4.6,Net Banking,26,247,Premium,Yes
ORD13905,2025-04-07,South,Watches,5019,11782,201,387327,10.9,5,3.4,COD,29,234,Budget,No
ORD13906,2025-01-02,South,Electronics,5546,16207,253,863995,9.2,8,4.1,COD,5,166,Premium,No
ORD13907,2025-04-04,South,Bags,7330,12849,314,670390,10.7,8,3.5,UPI,30,115,Premium,No
ORD13908,2025-02-25,North,Clothing,3702,14578,214,658692,3.5,2,4.8,Net Banking,10,144,Premium,Yes
ORD13909,2025-05-22,East,Shoes,4771,10329,371,1274756,6.4,2,4.4,Credit Card,30,125,Budget,Yes
ORD13910,2025-02-28,West,Clothing,6325,11095,380,873620,11.7,4,4.0,Debit Card,29,162,Regular,No
ORD13911,2025-02-01,South,Shoes,7793,10810,356,1195804,13.2,8,3.6,Net Banking,26,171,Budget,No
ORD13912,2025-01-10,East,Shoes,4165,15734,220,688820,3.8,1,4.5,Credit Card,12,197,Budget,Yes
ORD13913,2025-06-24,South,Clothing,5478,10163,391,1296165,12.4,6,3.0,COD,27,203,Regular,No
ORD13914,2025-05-21,West,Shoes,7864,16025,378,978642,12.5,7,3.1,UPI,6,85,Premium,No
ORD13915,2025-01-11,West,Electronics,8413,9493,201,473958,12.4,4,3.2,Credit Card,16,211,Regular,No
ORD13916,2025-03-07,East,Shoes,4785,7042,299,762749,3.9,4,4.3,COD,21,242,Premium,Yes
ORD13917,2025-03-31,East,Watches,3194,17445,311,897235,4.5,1,5.0,UPI,5,186,Regular,Yes
ORD13918,2025-05-20,North,Electronics,4795,7380,266,650636,2.3,4,4.9,Debit Card,26,194,Budget,Yes
ORD13919,2025-03-22,North,Watches,5136,10573,321,715509,6.8,3,4.3,UPI,16,123,Regular,Yes
ORD13920,2025-03-12,East,Electronics,3640,19796,418,837254,5.9,1,4.3,Credit Card,29,112,Budget,Yes
ORD13921,2025-03-23,North,Electronics,3063,16101,355,1191025,4.9,1,4.0,Credit Card,18,139,Premium,No
ORD13922,2025-01-26,West,Watches,8165,13123,163,284109,17.0,7,3.4,UPI,16,223,Premium,No
ORD13923,2025-05-19,North,Shoes,4711,8145,329,661948,3.6,2,4.2,Debit Card,24,107,Regular,Yes
ORD13924,2025-01-02,South,Electronics,7048,15888,287,849807,11.9,8,3.8,UPI,34,231,Budget,No
ORD13925,2025-01-01,North,Clothing,4099,14635,370,1016020,3.2,3,4.8,UPI,9,185,Premium,Yes
ORD13926,2025-01-24,North,Shoes,4395,7679,417,1454079,4.6,3,4.6,UPI,22,128,Premium,Yes
ORD13927,2025-05-24,South,Clothing,7622,7460,271,646606,12.0,4,3.0,COD,10,249,Premium,No
ORD13928,2025-06-02,North,Shoes,5601,15766,339,660033,4.5,1,4.2,UPI,29,160,Regular,Yes
ORD13929,2025-04-27,West,Clothing,8418,10617,200,546200,9.3,8,2.8,Net Banking,31,97,Premium,No
ORD13930,2025-06-30,South,Electronics,5782,7330,317,1085091,13.2,4,4.0,Net Banking,23,179,Premium,No
ORD13931,2025-01-13,East,Bags,5232,16114,385,699545,5.7,2,4.3,UPI,33,126,Regular,Yes
ORD13932,2025-04-06,West,Watches,5946,9161,209,456456,11.6,4,3.1,Credit Card,13,199,Regular,No
ORD13933,2025-04-29,South,Bags,8712,19048,396,857736,11.4,5,3.4,Credit Card,21,249,Regular,No
ORD13934,2025-05-09,West,Shoes,8814,17122,383,816173,11.3,6,3.1,Net Banking,20,91,Premium,No
ORD13935,2025-04-01,South,Shoes,5327,17178,381,1234059,14.0,7,3.9,Net Banking,35,172,Budget,No
ORD13936,2025-03-22,East,Clothing,3709,7470,351,665496,4.3,1,4.2,Credit Card,24,222,Regular,Yes
ORD13937,2025-04-01,East,Shoes,3146,13434,343,1152823,4.7,2,4.1,Net Banking,23,116,Premium,No
ORD13938,2025-04-06,South,Electronics,7170,7218,296,1027416,12.9,7,2.7,Net Banking,34,156,Budget,No
ORD13939,2025-01-24,South,Shoes,7508,10231,325,1038375,12.1,7,3.7,UPI,34,214,Budget,No
ORD13940,2025-01-05,West,Shoes,6718,17383,309,970569,9.4,8,3.8,UPI,16,224,Premium,No
ORD13941,2025-01-31,South,Electronics,5457,10091,295,849305,12.9,8,4.0,Net Banking,34,130,Budget,No
ORD13942,2025-02-13,North,Bags,4139,14733,242,579590,6.7,3,4.4,COD,5,219,Regular,Yes
ORD13943,2025-03-10,North,Electronics,3230,16182,371,858865,5.2,4,4.6,Net Banking,14,176,Budget,Yes
ORD13944,2025-05-16,North,Shoes,5070,7026,343,679826,5.5,3,4.5,Credit Card,30,223,Regular,Yes
ORD13945,2025-05-26,North,Shoes,4676,7986,180,401940,1.8,4,4.7,Net Banking,7,218,Budget,Yes
ORD13946,2025-02-18,South,Bags,6972,8449,304,858192,12.0,7,3.1,COD,24,183,Regular,No
ORD13947,2025-04-26,West,Shoes,8565,12282,259,645687,9.9,4,3.6,COD,27,245,Budget,No
ORD13948,2025-02-26,West,Watches,8112,18805,135,264465,10.2,4,3.8,Credit Card,17,200,Budget,No
ORD13949,2025-04-18,West,Shoes,8735,11307,287,817663,13.5,5,3.9,COD,18,140,Regular,No
ORD13950,2025-02-25,North,Bags,4682,19611,387,1195443,4.8,2,4.3,Debit Card,33,85,Regular,Yes
ORD13951,2025-06-06,South,Shoes,7893,8265,398,1026840,11.3,4,3.4,Debit Card,20,247,Regular,No
ORD13952,2025-03-24,East,Shoes,3784,10399,303,864156,5.8,3,4.7,Credit Card,35,218,Regular,Yes
ORD13953,2025-02-06,East,Shoes,4249,17788,308,687456,2.2,4,4.5,Debit Card,17,238,Budget,Yes
ORD13954,2025-03-26,East,Electronics,5945,15416,240,528480,5.6,1,5.0,UPI,21,249,Regular,Yes
ORD13955,2025-04-03,East,Clothing,2547,8531,281,684516,7.2,1,4.4,Credit Card,6,197,Premium,Yes
ORD13956,2025-01-05,East,Shoes,5571,16302,232,480936,3.6,2,4.2,Net Banking,22,173,Premium,Yes
ORD13957,2025-04-29,West,Clothing,8669,8983,416,1364064,12.6,7,4.2,Debit Card,31,135,Budget,Yes
ORD13958,2025-06-06,South,Shoes,5918,16978,282,947238,12.8,6,3.6,COD,17,232,Budget,No
ORD13959,2025-03-12,South,Watches,7299,19865,390,1136850,11.0,4,3.8,UPI,21,207,Budget,No
ORD13960,2025-03-22,West,Clothing,6075,11620,337,648388,14.5,4,3.0,Credit Card,28,230,Budget,No
ORD13961,2025-02-27,South,Clothing,7259,12335,245,552965,13.7,4,3.7,Debit Card,10,244,Premium,No
ORD13962,2025-05-26,West,Watches,6781,8754,127,215646,16.7,6,3.2,UPI,29,181,Budget,No
ORD13963,2025-05-17,South,Watches,7772,11012,339,1064121,10.4,7,2.8,Net Banking,34,213,Regular,No
ORD13964,2025-04-19,North,Bags,5252,19005,250,528750,4.9,4,4.4,COD,25,124,Budget,Yes
ORD13965,2025-06-28,East,Bags,2894,11575,260,786760,2.8,4,4.9,Net Banking,31,177,Premium,Yes
ORD13966,2025-05-23,North,Bags,5017,19089,309,998070,5.4,4,4.5,UPI,11,192,Budget,Yes
ORD13967,2025-06-18,West,Bags,8710,9836,183,366732,8.4,5,4.0,Credit Card,25,100,Premium,No
ORD13968,2025-04-18,East,Bags,4646,8832,359,1022791,5.8,2,4.7,COD,11,217,Premium,Yes
ORD13969,2025-04-08,North,Clothing,4270,15288,286,588302,6.6,2,3.8,COD,27,166,Regular,No
ORD13970,2025-01-01,East,Clothing,3119,15885,268,648560,4.2,1,5.0,Debit Card,28,250,Regular,Yes
ORD13971,2025-06-23,West,Clothing,6748,16254,306,1044990,12.4,4,4.3,Debit Card,22,148,Budget,Yes
ORD13972,2025-05-17,North,Shoes,2841,18479,345,912525,4.5,1,3.9,UPI,29,178,Regular,No
ORD13973,2025-05-03,East,Bags,5135,15712,387,1279422,5.5,3,4.7,Net Banking,32,232,Regular,Yes
ORD13974,2025-05-03,North,Bags,4795,9376,369,1226187,4.8,4,4.9,Debit Card,21,142,Budget,Yes
ORD13975,2025-05-27,South,Shoes,8760,13068,313,1080163,14.5,7,2.9,COD,15,151,Premium,No
ORD13976,2025-05-30,West,Watches,6422,16470,156,380796,18.4,8,3.5,Debit Card,21,203,Premium,No
ORD13977,2025-04-28,East,Bags,5855,18356,262,587142,5.9,2,4.5,Credit Card,34,198,Budget,Yes
ORD13978,2025-05-07,North,Watches,5963,15889,197,656404,1.4,2,4.2,UPI,6,145,Premium,Yes
ORD13979,2025-06-05,South,Watches,8383,12629,415,1291895,12.3,5,3.7,COD,25,112,Budget,No
ORD13980,2025-01-08,North,Bags,3547,12606,291,852921,5.1,2,4.4,COD,16,88,Regular,Yes
ORD13981,2025-06-30,North,Shoes,5625,14263,203,509733,5.1,1,4.7,Debit Card,27,91,Budget,Yes
ORD13982,2025-05-05,East,Clothing,3437,10860,269,764498,5.4,1,4.9,Net Banking,24,217,Budget,Yes
ORD13983,2025-01-05,West,Shoes,8753,12054,239,494491,14.1,7,4.1,Credit Card,25,111,Regular,No
ORD13984,2025-06-23,West,Shoes,6989,18723,390,921180,12.5,5,4.2,Net Banking,6,160,Regular,Yes
ORD13985,2025-06-18,West,Clothing,5629,15994,385,813505,12.0,6,4.2,COD,15,196,Regular,Yes
ORD13986,2025-03-11,North,Clothing,3670,17233,360,834840,3.4,1,4.4,Credit Card,25,119,Regular,Yes
ORD13987,2025-03-01,East,Shoes,5423,17540,224,498176,2.2,2,4.2,COD,26,93,Regular,Yes
ORD13988,2025-02-20,North,Electronics,3341,19684,297,832788,5.9,1,5.0,UPI,21,153,Regular,Yes
ORD13989,2025-02-17,West,Electronics,8238,8521,283,772307,11.0,4,4.3,COD,20,129,Regular,Yes
ORD13990,2025-04-01,North,Electronics,3331,9551,414,1070190,5.1,3,4.1,Debit Card,25,133,Regular,No
ORD13991,2025-03-29,North,Shoes,2876,19387,195,363480,6.7,4,4.4,COD,20,198,Budget,Yes
ORD13992,2025-06-17,West,Bags,5624,14364,200,618800,11.4,4,3.5,Debit Card,25,236,Premium,No
ORD13993,2025-03-19,East,Clothing,5241,17317,224,545216,2.3,4,5.0,Credit Card,27,132,Budget,Yes
ORD13994,2025-06-24,East,Watches,5335,7639,349,923803,6.0,1,4.4,UPI,24,183,Premium,Yes
ORD13995,2025-04-03,North,Electronics,4888,9805,353,977810,4.2,1,4.3,UPI,24,177,Premium,Yes
ORD13996,2025-01-25,East,Electronics,5301,10687,272,552704,8.2,4,4.9,Net Banking,16,240,Regular,Yes
ORD13997,2025-04-08,North,Electronics,4209,9491,393,979356,4.0,3,4.8,Credit Card,25,128,Premium,Yes
ORD13998,2025-02-14,West,Bags,7660,17114,336,1044288,13.5,8,4.3,COD,13,110,Budget,Yes
ORD13999,2025-01-31,West,Electronics,5600,7499,230,423200,8.8,5,3.8,Net Banking,18,162,Budget,No
ORD14000,2025-03-05,East,Clothing,4523,12788,236,750008,6.7,2,4.4,Debit Card,13,95,Premium,Yes
ORD14001,2025-03-16,North,Shoes,4187,8236,238,739942,5.8,4,4.4,Net Banking,30,236,Budget,Yes
ORD14002,2025-06-11,East,Electronics,4755,17805,212,482724,5.6,3,4.5,UPI,31,171,Budget,Yes
ORD14003,2025-02-25,East,Electronics,4057,17903,250,650000,6.5,2,4.4,COD,7,239,Budget,Yes
ORD14004,2025-02-08,South,Electronics,6533,7168,260,491920,8.9,4,4.3,Debit Card,30,152,Premium,Yes
ORD14005,2025-04-27,South,Bags,8820,14797,358,1060038,13.5,6,3.5,Credit Card,15,110,Budget,No
ORD14006,2025-05-24,South,Clothing,7023,12119,338,620230,10.5,7,4.1,COD,27,198,Premium,No
ORD14007,2025-06-15,South,Bags,7953,9949,359,697896,7.3,7,3.7,UPI,16,179,Budget,No
ORD14008,2025-05-02,North,Shoes,5349,15050,316,814016,8.0,1,4.4,UPI,33,102,Regular,Yes
ORD14009,2025-04-12,West,Bags,7535,8586,288,546336,8.1,4,3.6,UPI,24,224,Premium,No
ORD14010,2025-06-11,South,Bags,7434,9836,285,810255,11.8,5,4.0,UPI,15,124,Premium,No
ORD14011,2025-02-18,East,Electronics,5639,12173,417,1039581,5.6,3,4.7,UPI,16,250,Budget,Yes
ORD14012,2025-05-29,West,Bags,7050,17049,267,756411,10.4,4,3.7,Credit Card,15,87,Budget,No
ORD14013,2025-06-21,East,Clothing,4202,8448,254,876808,5.1,1,4.0,COD,29,110,Regular,No
ORD14014,2025-03-18,West,Shoes,7063,7125,255,661215,10.4,8,4.0,COD,31,113,Budget,No
ORD14015,2025-01-05,West,Watches,5946,16085,120,283920,16.0,6,3.3,Credit Card,21,168,Budget,No
ORD14016,2025-06-30,South,Watches,7598,17589,259,731675,15.5,8,4.4,UPI,27,102,Budget,Yes
ORD14017,2025-06-05,South,Shoes,7606,9112,282,947520,13.3,6,3.2,Net Banking,28,196,Budget,No
ORD14018,2025-01-13,North,Bags,5408,18638,277,798314,5.7,1,4.6,Debit Card,31,97,Regular,Yes
ORD14019,2025-01-30,South,Clothing,7661,13538,301,975541,11.0,5,3.6,Credit Card,35,228,Budget,No
ORD14020,2025-02-27,East,Clothing,5320,15639,198,507276,3.6,1,4.8,COD,17,137,Regular,Yes
ORD14021,2025-05-11,East,Electronics,5409,12668,413,1034565,7.5,4,4.6,COD,8,162,Budget,Yes
ORD14022,2025-06-26,West,Bags,7203,14136,264,740520,13.2,5,3.6,Debit Card,7,155,Regular,No
ORD14023,2025-03-10,East,Watches,4857,9365,350,843150,3.7,4,4.9,Credit Card,8,229,Regular,Yes
ORD14024,2025-01-07,West,Bags,8132,15135,300,861900,10.2,4,3.2,Debit Card,13,169,Premium,No
ORD14025,2025-04-18,East,Bags,2720,9005,411,1035720,4.4,2,5.0,Debit Card,30,132,Budget,Yes
ORD14026,2025-03-09,South,Watches,7464,13343,419,1190798,10.8,6,3.6,Credit Card,8,135,Regular,No
ORD14027,2025-01-06,West,Bags,5438,15397,387,1240335,11.2,8,3.3,COD,7,166,Premium,No
ORD14028,2025-03-25,East,Bags,3497,9000,281,603026,5.5,4,4.9,COD,17,168,Premium,Yes
ORD14029,2025-03-17,North,Electronics,4030,14760,314,954246,4.4,1,4.7,COD,17,200,Premium,Yes
ORD14030,2025-02-01,West,Electronics,8098,16523,417,1248498,12.8,7,3.9,COD,15,129,Regular,No
ORD14031,2025-02-11,South,Watches,8068,8101,272,509728,12.9,4,3.1,Net Banking,30,188,Premium,No
ORD14032,2025-05-12,West,Watches,6656,9917,156,365196,16.9,6,3.2,Net Banking,22,111,Premium,No
ORD14033,2025-03-15,South,Watches,8087,14133,259,839937,10.2,8,3.6,COD,11,138,Premium,No
ORD14034,2025-01-23,West,Shoes,7575,13532,367,882635,10.1,5,3.8,Net Banking,7,190,Premium,No
ORD14035,2025-03-11,East,Electronics,2503,8320,333,850815,2.7,4,4.6,Credit Card,17,153,Budget,Yes
ORD14036,2025-06-05,West,Bags,7526,19482,251,492964,12.9,4,3.7,Credit Card,11,169,Budget,No
ORD14037,2025-05-08,East,Bags,3398,10720,369,1042425,3.5,3,4.2,Debit Card,33,224,Budget,Yes
ORD14038,2025-02-24,North,Clothing,3086,9373,194,464048,3.2,3,4.2,Credit Card,14,233,Budget,Yes
ORD14039,2025-06-23,West,Watches,8173,19851,146,344706,14.9,5,3.6,Credit Card,30,147,Premium,No
ORD14040,2025-01-20,East,Bags,3638,7023,333,992007,5.3,4,4.2,Net Banking,13,90,Premium,Yes
ORD14041,2025-02-26,East,Bags,5884,15655,351,808704,5.4,1,4.1,COD,13,240,Regular,No
ORD14042,2025-01-10,South,Shoes,5598,18502,206,715850,16.6,5,4.1,Credit Card,25,152,Budget,No
ORD14043,2025-01-22,North,Bags,3819,17615,390,756990,3.7,3,4.2,COD,35,196,Budget,Yes
ORD14044,2025-03-09,South,Electronics,8291,15739,234,541476,15.4,5,3.1,Debit Card,28,191,Premium,No
ORD14045,2025-06-18,South,Electronics,6127,7511,217,438340,15.3,6,4.3,COD,31,219,Premium,Yes
ORD14046,2025-05-03,West,Shoes,5471,7167,373,851559,15.5,8,3.3,UPI,20,214,Regular,No
ORD14047,2025-03-26,South,Watches,5137,8430,402,870732,8.5,4,3.5,Credit Card,22,171,Budget,No
ORD14048,2025-03-13,North,Clothing,2616,10322,207,398268,5.8,3,4.0,UPI,11,185,Regular,No
ORD14049,2025-01-01,East,Clothing,3930,14954,261,879048,6.3,2,4.1,Debit Card,13,193,Budget,No
ORD14050,2025-02-21,South,Bags,5954,10107,185,359085,15.6,4,4.0,Credit Card,16,157,Premium,No
ORD14051,2025-01-04,East,Clothing,2890,14952,408,907392,3.6,4,4.4,Debit Card,14,93,Budget,Yes
ORD14052,2025-05-15,South,Clothing,6081,18135,247,643188,11.8,4,3.3,Net Banking,6,98,Regular,No
ORD14053,2025-02-20,South,Bags,5408,9214,263,573866,11.7,7,3.3,Debit Card,29,113,Regular,No
ORD14054,2025-04-09,West,Bags,6973,11955,300,935100,11.6,8,4.1,COD,12,234,Premium,No
ORD14055,2025-06-05,North,Watches,5229,9000,293,916211,5.1,1,4.2,Credit Card,23,169,Regular,Yes
ORD14056,2025-05-19,South,Watches,7009,19892,260,646100,11.9,7,3.1,UPI,26,135,Regular,No
ORD14057,2025-03-18,West,Watches,8224,15449,207,508185,12.6,8,4.1,UPI,25,91,Premium,No
ORD14058,2025-03-24,East,Shoes,2960,11783,346,635948,4.7,2,4.2,UPI,32,225,Premium,Yes
ORD14059,2025-01-05,North,Watches,4776,18301,272,499392,5.0,1,5.0,Net Banking,18,246,Budget,Yes
ORD14060,2025-01-24,North,Electronics,3807,17152,186,571578,5.9,1,4.1,Debit Card,12,207,Budget,No
ORD14061,2025-06-09,East,Shoes,2504,11052,265,619835,7.2,3,4.7,Credit Card,8,190,Premium,Yes
ORD14062,2025-02-21,East,Electronics,2935,13518,370,1056720,3.2,3,4.6,COD,16,92,Premium,Yes
ORD14063,2025-03-09,East,Bags,2560,11142,359,1010944,4.5,2,4.1,Credit Card,6,240,Regular,No
ORD14064,2025-01-15,East,Bags,3961,18965,412,1247536,3.7,3,4.9,UPI,25,149,Premium,Yes
ORD14065,2025-05-02,West,Electronics,5598,15210,289,853417,10.8,4,3.8,Debit Card,25,237,Premium,No
ORD14066,2025-06-13,West,Electronics,5546,15453,241,679379,14.9,5,3.8,Net Banking,25,106,Regular,No
ORD14067,2025-05-21,South,Shoes,5801,8315,226,746704,10.8,6,3.7,Debit Card,25,146,Regular,No
ORD14068,2025-06-09,East,Clothing,5216,17384,404,1254824,8.3,1,4.6,Net Banking,14,117,Budget,Yes
ORD14069,2025-02-06,South,Shoes,8727,7390,290,571880,12.7,6,3.4,COD,13,107,Premium,No
ORD14070,2025-05-09,South,Clothing,6013,10976,299,1018095,14.0,5,4.0,UPI,7,247,Regular,No
ORD14071,2025-04-13,East,Clothing,3835,7809,386,749612,5.6,1,4.7,Credit Card,8,178,Budget,Yes
ORD14072,2025-06-24,South,Electronics,5535,12763,389,843741,14.4,5,4.2,Debit Card,11,200,Regular,Yes
ORD14073,2025-06-02,West,Clothing,5593,8980,310,817470,12.9,6,3.4,Credit Card,17,146,Regular,No
ORD14074,2025-06-27,South,Watches,5787,8990,419,917610,11.2,8,3.7,Net Banking,21,110,Regular,No
ORD14075,2025-01-03,West,Shoes,7076,12872,409,1302665,13.8,6,2.8,UPI,11,85,Premium,No
ORD14076,2025-02-16,South,Watches,6277,8301,366,1092144,11.4,8,3.4,COD,7,247,Premium,No
ORD14077,2025-06-03,East,Clothing,3778,12267,256,741888,3.6,1,4.6,Debit Card,20,202,Regular,Yes
ORD14078,2025-05-11,North,Clothing,2823,9803,209,457083,7.1,2,4.6,Credit Card,25,140,Regular,Yes
ORD14079,2025-03-13,South,Bags,6979,7074,374,838134,14.4,8,3.7,Debit Card,29,242,Regular,No
ORD14080,2025-06-20,South,Shoes,6549,8538,251,681465,13.1,5,3.3,UPI,32,151,Premium,No
ORD14081,2025-02-28,West,Clothing,8850,17595,206,643338,7.9,4,3.6,Debit Card,33,81,Regular,No
ORD14082,2025-02-06,North,Watches,4019,19219,235,441565,4.9,1,4.8,Credit Card,20,121,Budget,Yes
ORD14083,2025-05-18,West,Clothing,5446,17169,335,876695,11.6,6,3.8,UPI,30,128,Premium,No
ORD14084,2025-01-10,South,Watches,6103,15165,212,416156,11.4,8,3.5,Credit Card,6,157,Premium,No
ORD14085,2025-01-21,East,Shoes,4812,17390,302,552660,4.6,1,4.4,Credit Card,20,213,Premium,Yes
ORD14086,2025-03-21,South,Clothing,6530,18864,311,947306,10.7,4,3.4,Debit Card,15,232,Premium,No
ORD14087,2025-02-21,North,Clothing,3798,15910,183,452376,9.1,1,4.1,Net Banking,33,119,Premium,No
ORD14088,2025-03-26,North,Electronics,5182,14353,205,616230,5.4,1,4.3,Net Banking,26,142,Premium,Yes
ORD14089,2025-06-23,South,Shoes,7826,19605,419,1203368,11.8,5,3.1,COD,9,128,Regular,No
ORD14090,2025-03-30,East,Bags,3196,12357,399,1109220,4.0,3,4.2,Credit Card,32,210,Regular,Yes
ORD14091,2025-01-20,East,Clothing,5329,17594,312,926952,5.4,1,4.3,COD,25,203,Budget,Yes
ORD14092,2025-01-21,West,Watches,5927,17837,186,413478,19.2,5,3.3,Credit Card,19,210,Regular,No
ORD14093,2025-03-30,South,Watches,7572,17663,189,371952,8.2,5,3.7,COD,26,125,Premium,No
ORD14094,2025-02-02,West,Electronics,7178,15379,379,950911,15.7,7,3.7,COD,15,234,Premium,No
ORD14095,2025-05-20,East,Electronics,5559,13722,331,674247,5.7,2,4.6,UPI,21,121,Regular,Yes
ORD14096,2025-03-04,North,Watches,4965,8639,280,895440,5.9,4,4.4,Credit Card,31,207,Budget,Yes
ORD14097,2025-04-17,West,Bags,6891,17812,337,953710,12.5,5,4.0,UPI,15,228,Regular,No
ORD14098,2025-03-15,East,Watches,5827,17134,212,666952,7.0,4,4.9,UPI,33,208,Regular,Yes
ORD14099,2025-03-06,East,Electronics,4726,11620,403,1167894,3.8,1,4.6,Credit Card,12,184,Premium,Yes
ORD14100,2025-03-20,East,Clothing,3184,15631,394,1048828,5.4,4,4.3,Debit Card,15,248,Budget,Yes
ORD14101,2025-01-01,West,Shoes,8417,13574,357,987819,10.3,6,3.6,UPI,6,183,Regular,No
ORD14102,2025-04-16,North,Watches,3502,8602,204,704004,4.3,1,4.8,UPI,15,190,Premium,Yes
ORD14103,2025-03-21,West,Clothing,5489,10534,199,383274,13.0,7,3.2,Debit Card,35,165,Premium,No
ORD14104,2025-02-23,East,Electronics,3090,17289,406,1172528,3.6,1,4.3,Credit Card,6,117,Premium,Yes
ORD14105,2025-01-27,South,Watches,5709,14451,281,801693,17.6,5,3.6,COD,29,137,Premium,No
ORD14106,2025-03-11,West,Shoes,7692,8715,257,885879,12.0,7,3.4,Debit Card,16,230,Premium,No
ORD14107,2025-04-18,South,Electronics,8070,13071,398,960374,12.1,6,3.4,Net Banking,24,161,Premium,No
ORD14108,2025-05-04,West,Watches,7849,14765,123,254487,15.5,5,3.0,Net Banking,26,204,Budget,No
ORD14109,2025-01-03,West,Electronics,5599,15589,228,794808,9.4,8,4.0,Debit Card,29,220,Regular,No
ORD14110,2025-05-29,East,Shoes,5716,18067,346,1151142,2.4,4,4.9,COD,34,140,Premium,Yes
ORD14111,2025-05-07,North,Watches,3134,15185,403,1188044,6.5,2,4.8,UPI,7,192,Premium,Yes
